riddle_id,main_category,riddle_text,Answer,Difficulty
1103,Pet Riddles,"I went to city OZ on the way I saw four women, with four bags, who have four kittens. Each woman had two children with her. How many people went to city OZ? (count correctly)",One because I went to city OZ on the way I saw...,Medium
1104,Pet Riddles,What do you get when you cross a dog and a clock?,Lots and lots of tics!,Easy
1105,Pet Riddles,Why did Momma Pig leave her husband?,Because he was a boar.,Medium
1106,Pet Riddles,What is the smallest sentence with all letters in the English alphabet?,The quick brown fox jumps over the lazy dog.,Medium
1107,Pet Riddles,What type of dog does a,A Bloodhound!,Medium
1108,Pet Riddles,"Why did the chicken cross the road twice, and jump in mud?",He was a dirty double-crosser.,Hard
1109,Pet Riddles,Why did the squirrel lay only its back on the river?,To keep its "nuts" dry.,Easy
1110,Pet Riddles,What do you call a pig that does karate?,A Porkchop.,Medium
1111,Pet Riddles,When is the worst weather for rats and mice?,When it rains cats and dogs.,Easy
1112,Pet Riddles,What kind of dog does Dracula have?,A blood-hound.,Hard
1113,Pet Riddles,Arnold Schwarzenegger's is really long. Michael J. Fox's is short. Daffy Duck isn't human. Madonna doesn't have one. What am I?,A last name.,Hard
1114,Pet Riddles,What is a dog's name with one letter and one number?,K9 (canine).,Hard
1115,Pet Riddles,What pen should never be used for writing?,A pig-pen.,Medium
1116,Pet Riddles,What do you get when you cross a pig with a dinosaur?,Jurassic pork!,Hard
1117,Pet Riddles,"A guy bet his neighbor 50 bucks that his dog could jump higher than a house. Thinking this was not possible, the neighbor took the bet and lost. Why did he lose the bet?",a house cannot jump!,Easy
1118,Pet Riddles,How does a dog stop the VCR?,He uses the PAWS button.,Hard
1119,Pet Riddles,What wears a coat all year-round?,A dog.,Medium
1120,Pet Riddles,Why did the sheriff arrest the chicken?,It used fowl language,Medium
1121,Pet Riddles,"A mouse, a squirrel, a duck, a chicken, and an elephant are sitting on the side of the road. Someone offers them a lift, but one prefers to stay. Who preferred to stay?","The Elephant Stayed. If you didn't know, elephants are scared of mice.",Medium
1122,Pet Riddles,You're never too old to learn. What is the contradictory proverb?,You can't teach an old dog new tricks.,Easy
1123,Pet Riddles,How far can a dog run into the woods?,"Halfway, any farther and he would be running out of the woods.",Medium
1124,Pet Riddles,"It is said among my people that some things are improved by death. Tell me, what stinks while living, but in death, smells good?",A Pig.,Easy
1125,Pet Riddles,What is more amazing than a talking dog?,A spelling bee,Medium
1126,Pet Riddles,"A duck arrives near a lake. He sees a sign where it is written ""No swimming allowed."", but the duck jumps into the water. Why?",Because ducks can't read.,Hard
1127,Pet Riddles,Why was the chicken forbidden from sending e-mails?,Because he kept using fowl language.,Medium
1128,Pet Riddles,What animal keeps the best time?,A Watchdog,Easy
1129,Pet Riddles,Where should you put a noisy dog?,In a barking lot!,Medium
1130,Pet Riddles,Why don't dogs make good dancers?,Because they have two left feet.,Hard
1131,Pet Riddles,What position do pigs play on the baseball field?,Short-stop.,Hard
1132,Pet Riddles,What happens to the dog when it stands in front of the hot sun?,It becomes a hotdog.,Hard
1133,Pet Riddles,What do you give a sick pig?,An "oinkment",Hard
1134,Pet Riddles,What do you call a car made of pigs?,A ��ham��borgini.,Easy
1135,Pet Riddles,Why did Mama Duck scold her goslings?,For eating quackers in bed.,Easy
1136,Pet Riddles,How do chickens like to dance?,Chick to chick,Medium
1137,Pet Riddles,Why was the pig a bad teammate?,He was a ball hog.,Easy
1138,Pet Riddles,How do veterinarians swim laps?,They dog paddle.,Easy
1139,Pet Riddles,"My body has a dozen heads or more, My tails don't wag when you walk in the door. Count the ways you can hold me tight, Or use me for a special night! What Am I?",A piggy bank.,Easy
1140,Pet Riddles,Under no circumstances compute the number of your barnyard fowl previous to their incubation. What is the proverb?,Do not count your chickens before they hatch.,Easy
1141,Pet Riddles,"What do these three things have in common: Diamonds, Dogs, and Double plays?","They're all best friends. A diamond is a girl's best friend, a dog is a man's best friend, and a double play is a pitcher's best friend.",Medium
1142,Pet Riddles,My first is twice in an apple but not once in the tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast. What am I?,The word Pig.,Medium
1143,Pet Riddles,"I have a house with no doors no windows, nothing. If I want to get out I break the wall. Who am I?",Chicken as if it wants to come out it breaks the wall.,Hard
1144,Pet Riddles,What time does a duck get up?,At the quack of dawn.,Easy
1145,Pet Riddles,Why did the duck get fired from his Easter job?,He kept quacking the eggs.,Easy
1146,Pet Riddles,How can you say - "Robert and Richard Purchased A Rottweiler" without using any R's?,Bob and Dick bought a dog.,Hard
1147,Pet Riddles,"A pig lives on a pig farm, a cow lives on a cow farm, a sheep lives on a sheep farm, a chicken lives on a chicken farm. Where do horses live?",On a ranch.,Hard
1148,Pet Riddles,What did the falling space rock say when it landed on a pig farm?,"Move over bacon, here comes something Meteor!",Medium
1149,Pet Riddles,"Four hang, four sprang, two-point the way, two to ward off dogs, one dangles after, always rather dirty. What am I?",A cow.,Medium
1150,Pet Riddles,"How did the chicken manage to pay for, 'A de Luxe' roost?",By Higher Perchase.,Hard
1151,Pet Riddles,When is a dog's tail not a tail?,When it's a wag'n,Medium
1152,Pet Riddles,Why was the Easter egg hiding?,It was a little chicken!,Medium
1153,Pet Riddles,Why did the skeleton climb up the tree?,Because the dog was after his bones.,Medium
1154,Pet Riddles,What does a chicken say instead of good?,EGGcelent,Hard
1155,Pet Riddles,"Twenty-seven ducks are going to the pond. Five of them got lost, thirteen of them are staying home, and nine of them are at the pond. Where are the rest of them?",There aren't any anywhere else.,Easy
1156,Pet Riddles,"A fast-food restaurant sells chicken in orders of 6,9 and 20. What's the largest number of pieces of chicken you cannot order from the restaurant?",43 is the last number that doesn't fall into these categories.,Easy
1157,Pet Riddles,A dog leash is attached to a dog and is 3.2 meters long. A bone is 7.8 meters away from the dog. How does the dog get the bone?,It simply walks to the bone!,Hard
1158,Pet Riddles,What does a dog become when it walks from Britain to Spain?,Perro.,Hard
1159,Pet Riddles,Why does a chicken coop have two doors?,"Because, if it had four it would be a sedan.",Hard
1160,Pet Riddles,There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?,The land of double letters.,Hard
1161,Pet Riddles,How do you put nine dogs in eight kennels?,"Eight kennels. ""N"", ""I"", ""N"", ""E"", ""D"", ""O"", ""G"", ""S""",Easy
1162,Pet Riddles,I'm like a dog with the tail that wags and all but am not a dog. What am I?,I am a puppy.,Medium
1163,Pet Riddles,What does the cow say when he agrees with the duck?,The feeling is mootual.,Medium
1164,Pet Riddles,"Forward I am an animal, but backward I am one who no man can ever see. What am I?",I am a dog.,Easy
1165,Pet Riddles,"What animal would you get crossed a duck, a beaver, and an otter?",A platypus.,Medium
1166,Pet Riddles,Why did the woolly mammoth cross the road?,Because there were no chickens in the ice age!,Easy
1167,Pet Riddles,What do you get when you cross Santa Claus and a duck?,A Christmas quacker.,Easy
1168,Pet Riddles,Who is the meanest goat in the west?,Billy the Kid.,Medium
1169,Pet Riddles,What would you name your dogs Rolex and Timex?,If you needed some watch dogs!,Medium
1170,Pet Riddles,"You have seven pens and nine pigs. You must arrange the pens so that each pen has an even number of pigs. Zero is not allowed, nor will it work. How do you do this?",Stack the pens.,Easy
1171,Pet Riddles,Why don't chickens play baseball?,Because they hit fowl balls.,Hard
1172,Pet Riddles,Why did the chicken cross the playground?,To get to the other slide!,Easy
1173,Pet Riddles,Why was the dog kicked out of the flea circus?,Because he stole the show!,Medium
1174,Pet Riddles,Which has more tails? A. 1 Dog B. 2 Dogs C. 3 Dogs D. No Dog,D. No Dog NO dog has more tails!,Hard
1175,Pet Riddles,Name three things that? 1. Are red 2. Can swim 3. Give off heat,"Answers may vary. 1. Apples, Roses, Stop Signs 2. Fish, Dogs, Snakes 3. Sun, Fire, Your body",Hard
1176,Pet Riddles,"In the backyard, there is a hollow stump, that contains six ears of corn. If a healthy squirrel carries out only three ears each day, how many days will it take to empty the stump?",Six. Each day the squirrel will carry out the two ears on his head plus one ear of corn.,Medium
1177,Pet Riddles,"A dog had three puppies, named Mopsy, Topsy, and Spot. What was the mother's name?",What,Easy
1178,Pet Riddles,Why is it that Snoop Dogg needs an umbrella?,Because of the drizzle.,Hard
1179,Pig Riddles,"A farmer has twenty sheep, ten pigs, and ten cows. If we call the pigs cows, how many cows will he have?",Ten Cows. We can call the pigs cows but it doesn't make them cows.,Medium
1180,Pig Riddles,What do you call pigs that write letters to each other?,Pen Pals.,Hard
1181,Pig Riddles,Why can't you play basketball with pigs?,Because they will "hog" the ball!,Hard
1182,Pig Riddles,Why did Momma Pig leave her husband?,Because he was a boar.,Easy
1183,Pig Riddles,What do you call a pig that does karate?,A Porkchop.,Medium
1184,Pig Riddles,What pen should never be used for writing?,A pig-pen.,Medium
1185,Pig Riddles,What do you get when you cross a pig with a,Jurassic pork!,Easy
1186,Pig Riddles,"It is said among my people that some things are improved by death. Tell me, what stinks while living, but in death, smells good?",A Pig.,Easy
1187,Pig Riddles,What position do pigs play on the baseball field?,Short-stop.,Medium
1188,Pig Riddles,What do you give a sick pig?,An "oinkment",Hard
1189,Pig Riddles,What do you call a car made of pigs?,A ��ham��borgini.,Hard
1190,Pig Riddles,Why was the pig a bad teammate?,He was a ball hog.,Medium
1191,Pig Riddles,"My body has a dozen heads or more, My tails don't wag when you walk in the door. Count the ways you can hold me tight, Or use me for a special night! What Am I?",A piggy bank.,Easy
1192,Pig Riddles,My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast. What am I?,The word Pig.,Easy
1193,Pig Riddles,What did the falling space rock say when it landed on a pig farm?,"Move over bacon, here comes something Meteor!",Easy
1194,Pig Riddles,"You have seven pens and nine pigs. You must arrange the pens so that each pen has an even number of pigs. Zero is not allowed, nor will it work. How do you do this?",Stack the pens.,Easy
1195,Pig Riddles,When was pork first introduced into the Navy?,When Noah brought Ham into the ark.,Medium
1196,Pig Riddles,"The hand sows, the eyes harvest?",To read and to write.,Hard
1197,Planet Riddles,"Before Mount Everest was discovered, what was the highest mountain on Earth?",Mount Everest.,Easy
1198,Planet Riddles,"I'm a god, a planet, and a measurer of heat. Who am I?",Mercury.,Medium
1199,Planet Riddles,"A cloud was my mother, the wind is my father, my son is the cool stream, and my daughter is the fruit of the land. A rainbow is my bed, the earth my final resting place, and I'm the torment of man. Who Am I?",Rain.,Medium
1200,Planet Riddles,How does NASA throw a party?,They planet.,Easy
1201,Planet Riddles,"Here on earth it is true, yesterday is always before today; but there is a place where yesterday always follows today. Where?",The Dictionary.,Hard
1202,Planet Riddles,"What is one thing that all wise men, regardless of their politics or religion, agree is between heaven and earth?",The word 'And'.,Hard
1203,Planet Riddles,"What is always traveling, has life, has sense but doesn't live?",The Earth!,Easy
1204,Planet Riddles,"I come right in front of Earth, at the end of time, and twice in a week. What am I?",The letter E.,Medium
1205,Planet Riddles,How can we tell that Saturn was married more than once?,Because she has so many rings!,Medium
1206,Planet Riddles,"I'm first on earth, second in heaven, I appear twice in a week, and once in a year, I'm in the middle of the Sea. What am I?",The letter E.,Hard
1207,Planet Riddles,Why did Mickey Mouse go to space?,To look for Pluto!,Hard
1208,Planet Riddles,What is made of wood but no saw on earth is sharp enough to cut?,Sawdust.,Easy
1209,Planet Riddles,"I blossom like a flower, a hindrance I create, and save you from the earth, do not use me too late. What am I?",A Parachute.,Hard
1210,Planet Riddles,"The higher I climb, the hotter I engage, I can not escape my crystal cage. What am I?",Mercury in a thermometer.,Medium
1211,Planet Riddles,"I welcome the day with a show of light, I steathily came here in the night. I bathe the earthy stuff at dawn, But by the noon, alas! I'm gone. What am I?",The morning dew!,Hard
1212,Planet Riddles,"I begin the earth and end the eclipse, I occur in seconds and minutes, but never in a hand although I am in a lifetime. What am I?",Letter E.,Medium
1213,Planet Riddles,What do cows give after an earthquake?,Milk shakes.,Easy
1214,Planet Riddles,"I am hewn from Earth and Fire; But to the sky, I aspire. I am nothing but contented; Until my patient rage is vented. What am I?",A volcano.,Hard
1215,Planet Riddles,I am in the beginning of the earth. I am at the end of time. I appear two times in a week. I appear once in a year. What Am I ?,The Letter "E".,Hard
1216,Planet Riddles,"Many always do say that I am life. I occupy most part of the earth surface, yet I'm found in you. What am I?",Water.,Medium
1217,Planet Riddles,"Inside me, there is a teacup, a planet, a shelf, and you! What Am I?",The Universe!,Hard
1218,Planet Riddles,Test Mars. What is the anagram word?,Smartest.,Hard
1219,Planet Riddles,"Fire is often maintained above me, and if you remove my first letter, you will find the home shared by everyone you have ever known. What am I?",A Hearth.,Easy
1220,Planet Riddles,"I'm mean, I'm green, I am an eating machine. What am I?",A Venus Flytrap.,Hard
1221,Planet Riddles,"It is everywhere yet nowhere and time mars it not. All things are within its grasp and it is within the grasp of all things. It has no limits, for it does and does not exist. What is it?",Nothing.,Hard
1222,Planet Riddles,"I'm teary-eyed but never cry, silver-tongued, but never lie. double-winged, but never fly, air-cooled, but never dry. What am I?","Mercury. The element looks shiny, silver, and is wet. The god Mercury has two wings but only uses them to run.",Medium
1223,Planet Riddles,"I lie in the earth, and under the ground; A map may reveal me for journey's abound; I can be found in squares, to reduce down to size; Or at the end of a strand, where attachment lies. What am I?",Roots,Hard
1224,Planet Riddles,"Stronger than any beast, Rougher than any sea. Steadier than a favorable wind, and of me, none shall be free. What am I?",I am Earth.,Medium
1225,Planet Riddles,"I am named for my fleeting motion. Numbered zero and four score more. A barren desert and a heavy ocean. One is flowing, the other a solid core. Who are we?",Mercury and mercury.,Medium
1226,Planet Riddles,"I shake but unlike the strength of an earthquake. You can find me both high and low, usually out of control. I can be considered both good or bad, sometimes used for both happy or sad. What am I?",Singing Pitch.,Hard
1227,Planet Riddles,"My first is appropriate, my second 'tis nine to one if you guess it. My whole elevates the sole above the earth. What am I?",Pat-ten.,Hard
1228,Planet Riddles,"What can emit an umbra on the earth, and provide phosphorescence for all its creatures, all while altering the visual surface of itself within phases?",The,Hard
1229,Planet Riddles,"Endlessly, I hunger, Lazily, I sleep. Murderous, I thunder, Desires, I do seek. Hoarding countless treasures, so my stature I retain, Envious of others whose feet on Earth remain. What am I?","""The Seven Deadly Sins"" - Reasoning: Each sentence structure portrays one of the seven deadly sins from Christian theology, with the exception of the final 5 words. In order according to the riddle, these are; gluttony, sloth, wrath, lust, greed, pride and envy. The final 5 words, ""whose feet on Earth remain"", act in conjunction with the section on envy, demonstrating the perspective of a sinner in hell, who is envious of those still alive, and thus can still repent for their sins in order to enter Heaven.",Easy
1230,Planet Riddles,"Which is lighter, the sun or the earth?","The sun, rises every morning.",Hard
1231,Planet Riddles,One-fourth of the population of a newly discovered planet has 4 legs. The rest have two legs. There are 60 legs in total. How big is the population of the newly discovered planet?,24,Hard
1232,Planet Riddles,What is the best way to get from earth to mars?,PLANET!,Medium
1233,Planet Riddles,Where on Earth do the winds always blow from the South?,The North Pole.,Easy
1234,Planet Riddles,"A forest exists somewhere on Earth. This forest has no life except for trees. After a storm, a tree was hit by lightning and fell. What sound would it make?",None. Sound does not exist if it is unheard.,Medium
1235,Rabbit Riddles,Do rabbits use combs?,"No, they use hare brushes.",Easy
1236,Rabbit Riddles,How can you say rabbit without using the letter R?,Bunny.,Easy
1237,Rabbit Riddles,How many hairs are in a bunny rabbit's tail?,None. They are all outside.,Medium
1238,Rabbit Riddles,Where does a rabbit go for shampoo?,To a hare-dresser.,Hard
1239,Rabbit Riddles,What would you get if you crossed a rabbit and a lawn sprinkler?,Hare spray.,Hard
1240,Rabbit Riddles,What would you get if 120 rabbits took one step backward at the same time?,A receding hare-line.,Easy
1241,Rabbit Riddles,How do rabbits travel?,By hare-plane.,Easy
1242,Rabbit Riddles,What does the Easter Bunny do after it takes a shower?,He uses a Hare dryer,Medium
1243,Rabbit Riddles,What do you get when you cross a roach and a rabbit?,Bugs Bunny.,Medium
1244,Rabbit Riddles,What kind of jewelry does the Easter bunny wear?,14-carrot gold!,Hard
1245,Rabbit Riddles,What kind of story does the Easter Bunny like?,One's with hoppy-endings!,Hard
1246,Rabbit Riddles,How do you send Easter Cards?,By hare-mail!,Medium
1247,Rabbit Riddles,What do you call the Easter bunny the day after Easter?,Tired!,Easy
1248,Rabbit Riddles,How can you catch a unique rabbit?,You u-neak up on it.,Hard
1249,Religion Riddles,"I'm a god, a planet, and a measurer of heat. Who am I?",Mercury.,Medium
1250,Religion Riddles,"There was a man who was born before his father, killed his mother, and married his sister. Yet, there was nothing wrong with what he had done. Why?","His father was in front of him when he was born, therefore he was born before him. His mother died while giving birth to him. Finally, he grew up to be a minister and married his sister at her ceremony.",Easy
1251,Religion Riddles,"Mountains will crumble and temples will fall, and no man can survive its endless call. What is it?",Time.,Medium
1252,Religion Riddles,"What is one thing that all wise men, regardless of their politics or religion, agree is between heaven and earth?",The word 'And'.,Hard
1253,Religion Riddles,"What is Greater than God, worse than evil, the poor have it, the rich require it and if you eat it you die?",Nothing nothing is better than God nothing is worse than evil the poor have nothing the rich don't have anything they have everything If you eat nothing you die,Medium
1254,Religion Riddles,"Used to threaten, used to defeat. Sometimes it grows, and sometimes it shrinks. Used to conquer, used to protect. It marks your downfall, it marks your success. The true god of war, the creator of mess. What is it?",Power.,Hard
1255,Religion Riddles,How does Moses make his coffee?,Hebrews it.,Hard
1256,Religion Riddles,I am more powerful than god and more evil than the devil. I am what rich people want and what poor people have. I can never die. What am I?,I am nothing.,Medium
1257,Religion Riddles,Does the,A dead man cannot marry. His widow would mean he is dead.,Easy
1258,Religion Riddles,"I am everywhere yet not seen; I was dead yet I'm alive; a Son to a man who is dead yet a Son to One Who's forever alive; suffered, not for myself but for others. I have disproved many beliefs and many laws. Who am I?",Jesus Christ.,Hard
1259,Religion Riddles,I'm the person that God made me. I'm caring. I'm nice. I love my family. I'm myself. Who am I?,I'm a human being.,Medium
1260,Religion Riddles,What would you say in everyone in the US Sneezed at the same time?,God bless America!,Hard
1261,Religion Riddles,"Some people want to meet me, some people don't believe in me, and some people claim to be me. What am I?",God.,Easy
1262,Religion Riddles,"I'm teary-eyed but never cry, silver-tongued, but never lie. double-winged, but never fly, air-cooled, but never dry. What am I?","Mercury. The element looks shiny, silver, and wet. The god Mercury has two wings but only uses them to run.",Hard
1263,Religion Riddles,Priest-tied guitar. What is the anagrammed word?,Prestidigitateur.,Easy
1264,Religion Riddles,"In this place, people lie, people cry, and people ask why. In this place, people sleep, people, weep, and people's solitude, they keep. What is it?","""Graveyard"" or ""Cemetery"" - Reasoning: Both ""people lie"" and ""people sleep"" are indications of many people using this place to lie down, or to sleep, which in itself is an odd thought. Crying and weeping indicate that this is a sad place, and the continued use of ""people"" allows this to mean not just those who are lying down or sleeping, but those who come to visit them there, (i.e. mourners). People come to ask the person's grave why they did what they did that resulted in their death, as a form of mourning, or to ask their chosen God or Gods why they took that person to their grave. And peoples solitude refers to people sleeping on their own, or the mourners usually coming the mourn privately.",Easy
1265,Religion Riddles,Why couldn't the church steeple keep a secret?,Because the bell always tolled.,Hard
1266,Religion Riddles,"The rich want it, but the poor have it, god takes it, satin gives it?",nothing,Hard
1267,Religion Riddles,"I'm greater than God, yet worse than the devil. I am what the miser spends and the spendthrift saves. I am what the blind see and the paralyzed hold. What am I?",Nothing.,Medium
1268,Religion Riddles,What do you call a priest riding a cycle?,A cyclist.,Medium
1269,Religion Riddles,"I am a holiday, of course, celebrated in December, I am celebrated until New Year, People who celebrate me are considered Evil by many Religions, what am I?",I am Yule!,Medium
1270,Religion Riddles,What Jewish king a leper died?,Uzziah��2 Chron. xxvi. 21.,Hard
1271,Religion Riddles,"Endlessly, I hunger, Lazily, I sleep. Murderous, I thunder, Desires, I do seek. Hoarding countless treasures, so my stature I retain, Envious of others whose feet on Earth remain. What am I?","""The Seven Deadly Sins"" - Reasoning: Each sentence structure portrays one of the seven deadly sins from Christian theology, with the exception of the final 5 words. In order according to the riddle, these are; gluttony, sloth, wrath, lust, greed, pride, and envy. The final 5 words, ""whose feet on Earth remain"", act in conjunction with the section on envy, demonstrating the perspective of a sinner in hell, who is envious of those still alive, and thus can still repent for their sins in order to enter Heaven.",Hard
1272,Religion Riddles,First is the last. Last is the first. You are in the middle. What am I?,CH UR CH CHURCH.,Medium
1273,Religion Riddles,On which side of a church is the graveyard always situated?,"On the outside, of course.",Easy
1274,Religion Riddles,Why is orange not like a church bell?,Because it is never peeled (pealed) but once.,Easy
1275,Religion Riddles,"My love's the type of thing you have to earn, but when you earn it, you won't need it. Who am I?","God. Credit: Bo Burnham, Musical Comedian, Song title- ""God's Perspective"".",Medium
1276,Religion Riddles,Gods' arrows cannot be counted. What are they?,Rain.,Hard
1277,Religion Riddles,"A woman who lives in new york legally married three men, she did not get divorced, get an enrollment, or is legally separated. How is this possible?",She is a minister.,Easy
1278,Religion Riddles,There were five men going to church and it started to rain. The four that ran got wet and the one that stood still stayed dry. How did the one stay dry?,It was a body in a coffin with the bearers.,Easy
1279,Religion Riddles,"Read my riddle, I pray. What God never sees, what the king seldom sees, and what we see every day. What is it?",An equal.,Hard
1280,Riddle Books,What did one math book say to the other math book?,Do you want to hear my problems?,Medium
1281,Riddle Books,Where do bedtime books sleep?,Under their covers.,Easy
1282,Riddle Books,What English word has three consecutive double letters?,Bookkeeper.,Medium
1283,Riddle Books,What building has the most stories?,The library.,Medium
1284,Riddle Books,"A teacher is yelling, she closes the door, the window, and a book. What did she forget to close?",Her mouth.,Medium
1285,Riddle Books,"My life is often a volume of grief, your help is needed to turn a new leaf. Stiff is my spine and my body is pale, but I'm always ready to tell a tale. What am I?",A book!,Easy
1286,Riddle Books,"What has a spine, but no bones?",A book.,Medium
1287,Riddle Books,I am the shell of something interesting. My front is very eye-catching but my inside tells all. What am I?,A Book.,Medium
1288,Riddle Books,What did one math book say to another?,I have so many problems.,Easy
1289,Riddle Books,"My numbers may vary, thin as a sheet, take one away, and we're just not complete. What am I?",A Book.,Medium
1290,Riddle Books,"There were 5 children in a room. Iris drew a picture, Barry played video games, Andrew played chess, and Trina read a book. What is the fifth child, Mindy, doing?",Mindy is playing chess with Andrew. You can't play chess alone!,Hard
1291,Riddle Books,Why did everybody like to go out to eat with the librarian?,She could always book a reservation.,Medium
1292,Riddle Books,What are the smartest creatures?,Bookworms.,Easy
1293,Riddle Books,"I wiggled and cannot see, sometimes underground and sometimes on a tree. I really don't want to be on a hook, and I become a person when combined with a book. What am I?",Worm,Hard
1294,Riddle Books,I have 10 books and I label them with their number. I take seven out to read. How many books are left?,9! You have taken the book with the label seven!,Easy
1295,Riddle Books,"Four legs I do have, yet I never walk. I work not, yet I have food. All the food I get, none do I eat but you do. I cannot read yet many times I'm found with books. I am only but a carpenter's work. What am I?",A table.,Easy
1296,Riddle Books,What is the highest public building in your city?,The library has the most stories.,Medium
1297,Riddle Books,"I sit here collecting dust, I can wait forever to open me and you will not be disappointed, I can make you laugh, cry, and sad, I contain all the knowledge of the world, let me take you to a faraway land. What am I?",A book.,Hard
1298,Riddle Books,"There once was a book that was only owned by the wealthy, but now everyone can have it. You can't buy it in a bookstore or take it from a library. What book is it?",A telephone book.,Hard
1299,Riddle Books,Don't judge a book by its cover. What is the contradictory proverb?,Clothes make the man.,Easy
1300,Riddle Books,"What makes ""Book, Box, and Noon"" the same?",There are all nouns.,Hard
1301,Riddle Books,I am very important to all living creatures. I was firstborn in the sun. I am a chapter in textbooks and I am not made of fire. I make the sun-worthy. Too much of me may kill you. But humans can still prevent me. What am I?,Heat!,Easy
1302,Riddle Books,Why were the notebooks afraid to go to college?,Because the College ruled notebooks!,Hard
1303,Riddle Books,"I am the king's, given by the people; Used by the king, on the people who gave him; everyone obeys him because he has me. What am I?",Authority!,Medium
1304,Riddle Books,"What is that which has many leaves, but no stem?",A book.,Hard
1305,Riddle Books,"A color is seen on a stoplight, an item you use to eliminate the darkness. What comic book character is it?",Green Lantern.,Easy
1306,Riddle Books,There's a land where there are mummies and daddies but no babies. Books but no libraries. Mirrors but no reflections. Kittens but no cats. Cattle but no cows. Lollipops but no candy and trees but no forests. It's the land of what?,The land of double letters.,Easy
1307,Riddle Books,"Tara has $29.00 dollars. She bought 4 coloring books that cost $3.00 each, and 4 boxes of Crayola crayons that cost $2.00 each. She spends the rest of her money on markers. How much money did she spend on markers?",She spent $9.00 on markers.,Medium
1308,Riddle Books,A book costs $1 plus half its price. How much does it cost?,$2 ,Medium
1309,Riddle Books,"My first is high, My second damp, My whole a tie, A writer's cramp. What am I?",Hyphen. The first two lines yield high-fen. A hyphen is used by a writer to tie (or cramp) two words together.,Hard
1310,Scary Riddles,Why didn't the Mummy have any friends?,He was too wrapped up in himself.,Medium
1311,Scary Riddles,Where does a werewolf like to hide?,In your claws-it.,Medium
1312,Scary Riddles,How do you know that a vampire loves baseball?,Because he turns into a bat every night.,Hard
1313,Scary Riddles,Why do skeletons go on vacations alone?,Because they have no-body to go with.,Hard
1314,Scary Riddles,What boy wizard magically grew a beard each night?,Hairy Potter.,Easy
1315,Scary Riddles,What type of music is a mummy's favorite?,Wrap.,Hard
1316,Scary Riddles,Why did the vampire take art class?,He wanted to learn how to draw blood.,Easy
1317,Scary Riddles,How do vampires like their food served?,In bite-size pieces.,Medium
1318,Scary Riddles,What do you call a wizard from outer space that can fly?,A flying sorcerer!,Easy
1319,Scary Riddles,Who was the most famous Skeleton detective?,Sherlock Bones.,Medium
1320,Scary Riddles,Why didn't the skeleton cross the road?,Because it didn��t have the guts.,Easy
1321,Scary Riddles,What do you get when you cross a snowman with a vampire?,Frostbite.,Easy
1322,Scary Riddles,What instrument does a skeleton play?,Trombone.,Hard
1323,Scary Riddles,Why don't zombies eat popcorn with their fingers?,Because they prefer to eat their fingers separately.,Hard
1324,Scary Riddles,"If April showers bring may flowers, what do may flowers bring?",Pilgrims.,Medium
1325,Scary Riddles,Where did pilgrims land when they arrived in America?,On their feet.,Medium
1326,Scary Riddles,Why did the skeleton go to the barbecue?,To get some spare - ribs.,Hard
1327,Scary Riddles,How can you tell if a vampire is sick?,By how much he's coffin.,Easy
1328,Scary Riddles,What does a vegetarian zombie eat?,Graaaaaaaains!,Medium
1329,Scary Riddles,"I am dead but alive, I eat but am never satisfied, I consume knowledge but gain none. What am I?",A Zombie.,Hard
1330,Scary Riddles,Why didn't the skeleton use a towel?,Because he always comes out bone dry.,Medium
1331,Scary Riddles,Do vampires play tennis on their free time?,No they prefer bat-minton.,Medium
1332,Scary Riddles,What type of dog does a vampire have?,A Bloodhound!,Hard
1333,Scary Riddles,What did the tourist say to a vampire?,Do you know a good place to get a bite?,Hard
1334,Scary Riddles,You walk into your house you see three doors you've never seen before. One vampire bats that will suck your blood. Two zombies that will eat your brain. Three a lion that hasn't eaten for over six months. Which one do you go through?,Three a lion that hasn't eaten for over 6 months because he would be dead.,Hard
1335,Scary Riddles,What do sea monsters eat for lunch?,Fish and ships.,Hard
1336,Scary Riddles,"I come out at night, I am nor human nor animal, I rarely eat I only drink, I can only be found at night, I will glow in sunlight. What am I?",A vampire.,Hard
1337,Scary Riddles,What is a vampires favorite boat to travel on?,A blood vessel.,Medium
1338,Scary Riddles,Where do zombies go on vacation?,The Dead Sea.,Medium
1339,Scary Riddles,What did the skeleton order at the restaurant?,Spare ribs!,Easy
1340,Scary Riddles,What kind of streets do zombies like?,Dead ends!,Easy
1341,Scary Riddles,What did the zombie bring to bed?,A deaddy bear.,Hard
1342,Scary Riddles,What does a vegetarian zombie say?,'G'rainsss!,Easy
1343,Scary Riddles,Why do skeletons hate the cold?,The wind goes right through them!,Medium
1344,Scary Riddles,How do monsters like their eggs?,Terri-Fried.,Medium
1345,Scary Riddles,What is a vampire's favorite fruit?,A neck-tarine!,Easy
1346,Scary Riddles,"I look like a human, but have no feelings, no heart, soul, skin, or bones. I can walk and talk. I can easily be controlled by people. What am I?","Artificial Intelligence, or a robot.",Medium
